what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.extensionlocation",1455340660330
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1455340660348
started,bundle,org.eclipse.equinox.p2.metadata,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.metadata",1455340660349
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.101.R35x_v20090812,"org.eclipse.equinox.p2.metadata.repository",1455340660367
started,bundle,org.eclipse.equinox.p2.publisher,1.0.1.R35x_20100105,"org.eclipse.equinox.p2.publisher",1455340660375
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1455340660390
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1455340660421
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,1.0.101.R35x_20090820-1821,"org.eclipse.equinox.p2.touchpoint.eclipse",1455340660422
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1455340660438
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1455340660438
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1455340660439
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1455340660439
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1455340660471
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1455340660471
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1455340660488
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1455340660520
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1455340660527
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1455340660527
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1455340660550
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1455340660550
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1455340660558
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1455340660558
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1455340660574
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1455340660575
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1455340660608
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1455340660609
started,bundle,org.eclipse.php.core,2.1.1.v20090921-1100,"org.eclipse.php.core",1455340660610
started,bundle,org.eclipse.php.debug.daemon,2.1.1.v20090707-1108,"org.eclipse.php.debug.daemon",1455340660610
started,bundle,org.eclipse.php.server.core,2.1.1.v20090707-1108,"org.eclipse.php.server.core",1455340660611
started,bundle,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.ui",1455340660620
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1455340660637
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1455340660658
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1455340660672
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1455340660691
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1455340660692
started,bundle,org.eclipse.ui.intro,3.3.2.v20100111_35x,"org.eclipse.ui.intro",1455340660698
started,bundle,org.eclipse.ui.intro.universal,3.2.300.v20090526,"org.eclipse.ui.intro.universal",1455340660698
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1455340660699
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1455340660699
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1455340660706
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1455340660717
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1455340660736
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1455340660754
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1455340660755
started,bundle,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui",1455340660755
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1455340660780
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1455340660792
os,sysinfo,,,"macosx",1455340660796
arch,sysinfo,,,"x86_64",1455340660796
ws,sysinfo,,,"cocoa",1455340660796
locale,sysinfo,,,"en_US",1455340660796
processors,sysinfo,,,"4",1455340660796
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1455340660796
java.runtime.version,sysinfo,,,"1.6.0_65-b14-468-11M4833",1455340660796
java.specification.name,sysinfo,,,"Java Platform API Specification",1455340660796
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1455340660796
java.specification.version,sysinfo,,,"1.6",1455340660796
java.vendor,sysinfo,,,"Apple Inc.",1455340660796
java.version,sysinfo,,,"1.6.0_65",1455340660796
java.vm.info,sysinfo,,,"mixed mode",1455340660796
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1455340660796
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1455340660796
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1455340660796
java.vm.specification.version,sysinfo,,,"1.0",1455340660796
java.vm.vendor,sysinfo,,,"Apple Inc.",1455340660796
java.vm.version,sysinfo,,,"20.65-b04-468",1455340660796
started,bundle,org.eclipse.php.debug.core,2.1.1.v20090921-1100,"org.eclipse.php.debug.core",1455340661099
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1455340661184
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1455340661198
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1455340661250
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1455340661283
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1455340661457
started,bundle,org.eclipse.php.debug.ui,2.1.1.v20090921-1100,"org.eclipse.php.debug.ui",1455340661710
activated,view,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.ui.explorer",1455340661765
activated,view,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.ui.explorer",1455340661810
closed,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1455340661841
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1455340661978
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1455340662046
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1455340662051
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1455340666502
activated,view,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.ui.explorer",1455340666616
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1455340669847
activated,view,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.ui.explorer",1455340669907
opened,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.TaskList",1455340669972
closed,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1455340669977
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.TaskList",1455340672424
activated,view,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.ui.explorer",1455340672494
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1455340672633
closed,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.TaskList",1455340672636
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1455340673562
activated,view,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.ui.explorer",1455340673615
closed,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1455340673618
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455340677794
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455340680160
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1455340680180
opened,view,org.eclipse.dltk.ui,1.0.2.v20100209-1928,"org.eclipse.dltk.ui.TypeHierarchy",1455340684487
activated,view,org.eclipse.dltk.ui,1.0.2.v20100209-1928,"org.eclipse.dltk.ui.TypeHierarchy",1455340684508
closed,view,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.ui.explorer",1455340684511
closed,view,org.eclipse.dltk.ui,1.0.2.v20100209-1928,"org.eclipse.dltk.ui.TypeHierarchy",1455340685761
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1455340687417
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455340693350
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455340701715
started,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1455340702178
started,bundle,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.ui",1455340702180
started,bundle,org.eclipse.wst.html.core,1.1.300.v200903120608,"org.eclipse.wst.html.core",1455340702357
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1455340702396
started,bundle,org.eclipse.wst.css.core,1.1.301.v200910161432,"org.eclipse.wst.css.core",1455340703091
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,"org.eclipse.wst.common.uriresolver",1455340703107
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.web.ui",1455340703181
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.201.v201001221931,"org.eclipse.wst.jsdt.web.core",1455340703236
started,bundle,org.eclipse.wst.css.ui,1.0.401.v200907171457,"org.eclipse.wst.css.ui",1455340703924
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1455340704672
started,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1455340704857
started,bundle,org.eclipse.emf.common,2.5.0.v200906151043,"org.eclipse.emf.common",1455340704924
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1455340705050
opened,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455340705142
activated,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455340705470
started,bundle,org.eclipse.wst.validation,1.2.104.v200911120201,"org.eclipse.wst.validation",1455340705562
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.edit.text.openLocalFile",1455340705654
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1455340710744
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1455340710785
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1455340711024
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1455340711093
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1455340711137
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1455340711414
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1455340711460
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1455340711528
started,bundle,org.eclipse.php.server.ui,2.1.1.v20090707-1108,"org.eclipse.php.server.ui",1455340711689
closed,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455340712736
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455340715143
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455340723778
opened,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455340724008
activated,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455340724060
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.edit.text.openLocalFile",1455340724078
started,bundle,org.eclipse.wst.xsl.core,1.0.1.v200908101420,"org.eclipse.wst.xsl.core",1455340724882
started,bundle,org.eclipse.emf.ecore,2.5.0.v200906151043,"org.eclipse.emf.ecore",1455340725000
started,bundle,org.eclipse.jem.util,2.0.201.v201001252130,"org.eclipse.jem.util",1455340725001
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1455340725003
started,bundle,org.eclipse.wst.common.emf,1.1.301.v200908181930,"org.eclipse.wst.common.emf",1455340725046
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v200906151043,"org.eclipse.emf.ecore.xmi",1455340725095
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.301.v200908101600,"org.eclipse.wst.common.emfworkbench.integration",1455340725105
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1455340725138
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v201001252130,"org.eclipse.wst.common.modulecore",1455340725238
started,bundle,org.eclipse.wst.dtd.core,1.1.300.v200904181727,"org.eclipse.wst.dtd.core",1455340725450
started,bundle,org.eclipse.wst.internet.cache,1.0.301.v200805140020,"org.eclipse.wst.internet.cache",1455340725695
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1455340725915
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455340733400
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455340747887
opened,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455340748048
activated,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455340748098
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.edit.text.openLocalFile",1455340748099
closed,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455340769093
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455340773721
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455341301388
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455341305675
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455341335566
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455341341375
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455341351147
opened,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455341351225
activated,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455341351254
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.edit.text.openLocalFile",1455341351255
error,log,,,"",1455341353657
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1455341358694
activated,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455341360843
started,bundle,org.eclipse.dltk.validators.ui,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.ui",1455341367817
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.core",1455341367830
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.externalchecker",1455341367871
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1455341369386
activated,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455341370488
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455341377231
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455341397187
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455341404392
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455341413596
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1455341426126
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455341435401
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1455341444118
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455341446499
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455341524838
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455341533310
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1455341541576
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1455341625144
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1455341789782
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455341857868
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455341876093
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455341917722
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455341958777
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1455342002010
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455342010074
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1455342017207
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455342043195
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455342050120
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1455342055862
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455342059725
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1455342093850
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342095608
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342139492
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1455342155010
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342162479
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342277912
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455342287250
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1455342289474
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342294020
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342307281
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342308999
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342645609
activated,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455342649564
closed,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455342649565
closed,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455342650891
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342653197
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342662258
opened,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455342662352
activated,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1455342662385
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.edit.text.openLocalFile",1455342662399
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1455342696290
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342716456
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342877954
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455342887819
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1455342913915
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342932338
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455342976051
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455342980418
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1455343003882
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455343011023
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455343078575
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455343088287
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455343163342
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1455343166511
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1455343216494
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455343219957
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455343229151
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1455343243852
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1455343245624
